hour,pv,wind
5173,0.0,0.07
5174,0.005,0.055
5175,0.125,0.015
5176,0.326,0.006
5177,0.496,0.005
5178,0.619,0.011
5179,0.696,0.021
5180,0.727,0.04
5181,0.71,0.061
5182,0.632,0.095
5183,0.586,0.128
5184,0.456,0.148
5185,0.279,0.162
5186,0.072,0.16
5187,0.0,0.16
5188,0.0,0.17
5189,0.0,0.166
5190,0.0,0.159
5191,0.0,0.154
5192,0.0,0.144
5193,0.0,0.134
5194,0.0,0.117
5195,0.0,0.112
5196,0.0,0.118
5197,0.0,0.119
5198,0.008,0.116
5199,0.124,0.072
5200,0.324,0.061
5201,0.497,0.058
5202,0.62,0.051
5203,0.691,0.055
5204,0.717,0.074
5205,0.699,0.093
5206,0.641,0.151
5207,0.573,0.202
5208,0.447,0.246
5209,0.281,0.265
5210,0.104,0.249
5211,0.001,0.221
5212,0.0,0.176
5213,0.0,0.114
5214,0.0,0.089
5215,0.0,0.09
5216,0.0,0.106
5217,0.0,0.121
5218,0.0,0.123
5219,0.0,0.116
5220,0.0,0.109
5221,0.0,0.11
5222,0.007,0.101
5223,0.121,0.031
5224,0.312,0.002
5225,0.473,0.002
5226,0.601,0.01
5227,0.678,0.011
5228,0.711,0.014
5229,0.694,0.022
5230,0.643,0.036
5231,0.559,0.05
5232,0.398,0.081
5233,0.233,0.125
5234,0.095,0.188
5235,0.002,0.264
5236,0.0,0.302
5237,0.0,0.258
5238,0.0,0.193
5239,0.0,0.138
5240,0.0,0.109
5241,0.0,0.088
5242,0.0,0.073
5243,0.0,0.068
5244,0.0,0.061
5245,0.0,0.054
5246,0.006,0.043
5247,0.121,0.022
5248,0.312,0.032
5249,0.479,0.05
5250,0.603,0.061
5251,0.68,0.07
5252,0.715,0.104
5253,0.71,0.198
5254,0.664,0.247
5255,0.577,0.215
5256,0.433,0.201
5257,0.227,0.197
5258,0.086,0.183
5259,0.001,0.167
5260,0.0,0.159
5261,0.0,0.146
5262,0.0,0.171
5263,0.0,0.191
5264,0.0,0.185
5265,0.0,0.171
5266,0.0,0.166
5267,0.0,0.157
5268,0.0,0.133
5269,0.0,0.108
5270,0.005,0.076
5271,0.125,0.029
5272,0.328,0.013
5273,0.504,0.008
5274,0.632,0.011
5275,0.708,0.032
5276,0.744,0.051
5277,0.739,0.099
5278,0.691,0.163
5279,0.601,0.219
5280,0.467,0.249
5281,0.292,0.253
5282,0.104,0.267
5283,0.0,0.32
5284,0.0,0.417
5285,0.0,0.437
5286,0.0,0.352
5287,0.0,0.233
5288,0.0,0.209
5289,0.0,0.179
5290,0.0,0.144
5291,0.0,0.118
5292,0.0,0.108
5293,0.0,0.102
5294,0.006,0.085
5295,0.126,0.047
5296,0.337,0.068
5297,0.519,0.107
5298,0.65,0.085
5299,0.729,0.111
5300,0.763,0.133
5301,0.756,0.163
5302,0.705,0.19
5303,0.612,0.215
5304,0.474,0.238
5305,0.295,0.261
5306,0.104,0.286
5307,0.0,0.297
5308,0.0,0.31
5309,0.0,0.302
5310,0.0,0.262
5311,0.0,0.234
5312,0.0,0.249
5313,0.0,0.241
5314,0.0,0.178
5315,0.0,0.15
5316,0.0,0.154
5317,0.0,0.169
5318,0.004,0.161
5319,0.125,0.17
5320,0.331,0.245
5321,0.511,0.264
5322,0.645,0.278
5323,0.727,0.294
5324,0.763,0.305
5325,0.755,0.314
5326,0.705,0.334
5327,0.611,0.357
5328,0.472,0.385
5329,0.294,0.41
5330,0.104,0.416
5331,0.0,0.352
5332,0.0,0.294
5333,0.0,0.261
5334,0.0,0.241
5335,0.0,0.265
5336,0.0,0.291
5337,0.0,0.302
5338,0.0,0.264
5339,0.0,0.225
5340,0.0,0.205
5341,0.0,0.192
5342,0.004,0.163
5343,0.125,0.121
5344,0.331,0.174
5345,0.512,0.179
5346,0.646,0.121
5347,0.733,0.108
5348,0.77,0.126
5349,0.764,0.153
5350,0.713,0.179
5351,0.619,0.203
5352,0.479,0.228
5353,0.299,0.259
5354,0.104,0.294
5355,0.0,0.284
5356,0.0,0.254
5357,0.0,0.214
5358,0.0,0.193
5359,0.0,0.192
5360,0.0,0.205
5361,0.0,0.228
5362,0.0,0.21
5363,0.0,0.18
5364,0.0,0.16
5365,0.0,0.142
5366,0.002,0.118
5367,0.125,0.057
5368,0.338,0.057
5369,0.52,0.023
5370,0.652,0.0
5371,0.732,0.001
5372,0.765,0.0
5373,0.754,0.001
5374,0.702,0.002
5375,0.609,0.005
5376,0.47,0.011
5377,0.292,0.059
5378,0.1,0.121
5379,0.0,0.213
5380,0.0,0.256
5381,0.0,0.219
5382,0.0,0.184
5383,0.0,0.153
5384,0.0,0.127
5385,0.0,0.117
5386,0.0,0.093
5387,0.0,0.069
5388,0.0,0.051
5389,0.0,0.034
5390,0.002,0.018
5391,0.122,0.004
5392,0.331,0.0
5393,0.507,0.0
5394,0.632,0.009
5395,0.712,0.021
5396,0.746,0.032
5397,0.739,0.041
5398,0.69,0.046
5399,0.6,0.05
5400,0.465,0.05
5401,0.289,0.054
5402,0.098,0.076
5403,0.0,0.149
5404,0.0,0.181
5405,0.0,0.149
5406,0.0,0.109
5407,0.0,0.074
5408,0.0,0.052
5409,0.0,0.042
5410,0.0,0.039
5411,0.0,0.039
5412,0.0,0.041
5413,0.0,0.039
5414,0.001,0.03
5415,0.121,0.014
5416,0.329,0.001
5417,0.503,0.0
5418,0.629,0.0
5419,0.708,0.001
5420,0.742,0.006
5421,0.735,0.011
5422,0.687,0.014
5423,0.597,0.017
5424,0.463,0.019
5425,0.286,0.026
5426,0.096,0.057
5427,0.0,0.142
5428,0.0,0.226
5429,0.0,0.252
5430,0.0,0.251
5431,0.0,0.237
5432,0.0,0.21
5433,0.0,0.194
5434,0.0,0.175
5435,0.0,0.148
5436,0.0,0.132
5437,0.0,0.113
5438,0.001,0.094
5439,0.12,0.058
5440,0.325,0.023
5441,0.499,0.015
5442,0.624,0.009
5443,0.704,0.011
5444,0.738,0.018
5445,0.732,0.029
5446,0.684,0.051
5447,0.594,0.09
5448,0.459,0.141
5449,0.284,0.196
5450,0.095,0.236
5451,0.0,0.28
5452,0.0,0.323
5453,0.0,0.313
5454,0.0,0.284
5455,0.0,0.239
5456,0.0,0.205
5457,0.0,0.2
5458,0.0,0.175
5459,0.0,0.144
5460,0.0,0.13
5461,0.0,0.132
5462,0.001,0.137
5463,0.119,0.088
5464,0.323,0.141
5465,0.497,0.241
5466,0.627,0.215
5467,0.708,0.2
5468,0.745,0.204
5469,0.739,0.22
5470,0.691,0.25
5471,0.601,0.291
5472,0.465,0.332
5473,0.287,0.355
5474,0.095,0.341
5475,0.0,0.313
5476,0.0,0.257
5477,0.0,0.159
5478,0.0,0.093
5479,0.0,0.067
5480,0.0,0.058
5481,0.0,0.056
5482,0.0,0.062
5483,0.0,0.073
5484,0.0,0.087
5485,0.0,0.096
5486,0.0,0.092
5487,0.123,0.047
5488,0.336,0.067
5489,0.516,0.126
5490,0.643,0.184
5491,0.721,0.206
5492,0.755,0.223
5493,0.747,0.235
5494,0.697,0.259
5495,0.605,0.283
5496,0.468,0.297
5497,0.289,0.31
5498,0.095,0.303
5499,0.0,0.265
5500,0.0,0.232
5501,0.0,0.158
5502,0.0,0.126
5503,0.0,0.114
5504,0.0,0.117
5505,0.0,0.122
5506,0.0,0.117
5507,0.0,0.101
5508,0.0,0.078
5509,0.0,0.051
5510,0.0,0.043
5511,0.122,0.032
5512,0.333,0.052
5513,0.516,0.058
5514,0.648,0.055
5515,0.726,0.053
5516,0.76,0.054
5517,0.753,0.064
5518,0.701,0.087
5519,0.606,0.115
5520,0.463,0.142
5521,0.282,0.167
5522,0.093,0.189
5523,0.0,0.225
5524,0.0,0.234
5525,0.0,0.189
5526,0.0,0.147
5527,0.0,0.118
5528,0.0,0.097
5529,0.0,0.088
5530,0.0,0.085
5531,0.0,0.089
5532,0.0,0.094
5533,0.0,0.101
5534,0.001,0.093
5535,0.111,0.046
5536,0.31,0.035
5537,0.511,0.033
5538,0.643,0.018
5539,0.722,0.033
5540,0.758,0.057
5541,0.751,0.095
5542,0.701,0.129
5543,0.609,0.163
5544,0.47,0.192
5545,0.289,0.217
5546,0.093,0.235
5547,0.0,0.272
5548,0.0,0.302
5549,0.0,0.308
5550,0.0,0.3
5551,0.0,0.27
5552,0.0,0.24
5553,0.0,0.216
5554,0.0,0.187
5555,0.0,0.17
5556,0.0,0.161
5557,0.0,0.158
5558,0.0,0.158
5559,0.122,0.096
5560,0.335,0.058
5561,0.52,0.048
5562,0.653,0.048
5563,0.732,0.059
5564,0.766,0.069
5565,0.757,0.088
5566,0.705,0.113
5567,0.612,0.145
5568,0.472,0.177
5569,0.29,0.205
5570,0.093,0.235
5571,0.0,0.274
5572,0.0,0.268
5573,0.0,0.237
5574,0.0,0.219
5575,0.0,0.228
5576,0.0,0.262
5577,0.0,0.324
5578,0.0,0.379
5579,0.0,0.386
5580,0.0,0.341
5581,0.0,0.297
5582,0.0,0.27
5583,0.122,0.188
5584,0.338,0.186
5585,0.525,0.192
5586,0.66,0.135
5587,0.742,0.112
5588,0.778,0.118
5589,0.77,0.152
5590,0.717,0.199
5591,0.619,0.261
5592,0.476,0.322
5593,0.291,0.369
5594,0.092,0.413
5595,0.0,0.413
5596,0.0,0.432
5597,0.0,0.433
5598,0.0,0.441
5599,0.0,0.494
5600,0.0,0.55
5601,0.0,0.576
5602,0.0,0.544
5603,0.0,0.501
5604,0.0,0.435
5605,0.0,0.343
5606,0.0,0.27
5607,0.118,0.172
5608,0.324,0.223
5609,0.5,0.252
5610,0.624,0.223
5611,0.702,0.21
5612,0.746,0.206
5613,0.736,0.21
5614,0.682,0.226
5615,0.588,0.232
5616,0.455,0.225
5617,0.278,0.218
5618,0.089,0.207
5619,0.0,0.167
5620,0.0,0.118
5621,0.0,0.076
5622,0.0,0.059
5623,0.0,0.06
5624,0.0,0.061
5625,0.0,0.06
5626,0.0,0.058
5627,0.0,0.053
5628,0.0,0.051
5629,0.0,0.053
5630,0.0,0.046
5631,0.115,0.017
5632,0.319,0.005
5633,0.5,0.002
5634,0.632,0.0
5635,0.71,0.001
5636,0.742,0.006
5637,0.734,0.016
5638,0.684,0.029
5639,0.591,0.047
5640,0.452,0.068
5641,0.274,0.098
5642,0.085,0.159
5643,0.0,0.249
5644,0.0,0.231
5645,0.0,0.157
5646,0.0,0.099
5647,0.0,0.061
5648,0.0,0.039
5649,0.0,0.03
5650,0.0,0.024
5651,0.0,0.018
5652,0.0,0.014
5653,0.0,0.01
5654,0.0,0.006
5655,0.115,0.002
5656,0.32,0.006
5657,0.495,0.054
5658,0.624,0.087
5659,0.705,0.11
5660,0.74,0.134
5661,0.732,0.159
5662,0.683,0.186
5663,0.592,0.22
5664,0.455,0.243
5665,0.277,0.241
5666,0.086,0.226
5667,0.0,0.254
5668,0.0,0.231
5669,0.0,0.162
5670,0.0,0.109
5671,0.0,0.095
5672,0.0,0.097
5673,0.0,0.116
5674,0.0,0.151
5675,0.0,0.182
5676,0.0,0.208
5677,0.0,0.228
5678,0.0,0.211
5679,0.113,0.131
5680,0.315,0.152
5681,0.492,0.22
5682,0.62,0.245
5683,0.7,0.246
5684,0.735,0.251
5685,0.728,0.261
5686,0.678,0.267
5687,0.585,0.268
5688,0.446,0.274
5689,0.268,0.289
5690,0.082,0.289
5691,0.0,0.262
5692,0.0,0.305
5693,0.0,0.361
5694,0.0,0.376
5695,0.0,0.363
5696,0.0,0.315
5697,0.0,0.284
5698,0.0,0.263
5699,0.0,0.241
5700,0.0,0.217
5701,0.0,0.192
5702,0.0,0.181
5703,0.102,0.108
5704,0.305,0.105
5705,0.487,0.091
5706,0.618,0.063
5707,0.7,0.022
5708,0.729,0.056
5709,0.702,0.093
5710,0.653,0.049
5711,0.564,0.023
5712,0.412,0.012
5713,0.25,0.035
5714,0.077,0.087
5715,0.0,0.178
5716,0.0,0.2
5717,0.0,0.164
5718,0.0,0.132
5719,0.0,0.114
5720,0.0,0.111
5721,0.0,0.118
5722,0.0,0.13
5723,0.0,0.137
5724,0.0,0.131
5725,0.0,0.115
5726,0.0,0.096
5727,0.109,0.053
5728,0.306,0.024
5729,0.481,0.003
5730,0.609,0.0
5731,0.688,0.0
5732,0.721,0.003
5733,0.713,0.008
5734,0.663,0.012
5735,0.57,0.018
5736,0.434,0.027
5737,0.259,0.045
5738,0.077,0.093
5739,0.0,0.212
5740,0.0,0.245
5741,0.0,0.224
5742,0.0,0.2
5743,0.0,0.176
5744,0.0,0.145
5745,0.0,0.132
5746,0.0,0.123
5747,0.0,0.112
5748,0.0,0.094
5749,0.0,0.077
5750,0.0,0.057
5751,0.11,0.025
5752,0.311,0.013
5753,0.487,0.01
5754,0.614,0.022
5755,0.694,0.04
5756,0.729,0.064
5757,0.721,0.091
5758,0.671,0.123
5759,0.579,0.156
5760,0.442,0.179
5761,0.264,0.193
5762,0.077,0.218
5763,0.0,0.264
5764,0.0,0.281
5765,0.0,0.247
5766,0.0,0.22
5767,0.0,0.213
5768,0.0,0.233
5769,0.0,0.256
5770,0.0,0.265
5771,0.0,0.241
5772,0.0,0.222
5773,0.0,0.214
5774,0.0,0.187
5775,0.11,0.104
5776,0.314,0.089
5777,0.495,0.06
5778,0.628,0.06
5779,0.713,0.089
5780,0.75,0.133
5781,0.744,0.186
5782,0.694,0.245
5783,0.601,0.298
5784,0.46,0.344
5785,0.277,0.379
5786,0.08,0.384
5787,0.0,0.364
5788,0.0,0.362
5789,0.0,0.359
5790,0.0,0.337
5791,0.0,0.334
5792,0.0,0.326
5793,0.0,0.316
5794,0.0,0.285
5795,0.0,0.252
5796,0.0,0.229
5797,0.0,0.218
5798,0.0,0.208
5799,0.114,0.132
5800,0.328,0.122
5801,0.513,0.193
5802,0.645,0.23
5803,0.723,0.255
5804,0.754,0.289
5805,0.745,0.292
5806,0.694,0.315
5807,0.599,0.35
5808,0.458,0.371
5809,0.274,0.376
5810,0.078,0.342
5811,0.0,0.301
5812,0.0,0.243
5813,0.0,0.207
5814,0.0,0.197
5815,0.0,0.201
5816,0.0,0.206
5817,0.0,0.203
5818,0.0,0.186
5819,0.0,0.182
5820,0.0,0.194
5821,0.0,0.208
5822,0.0,0.207
5823,0.114,0.142
5824,0.332,0.111
5825,0.518,0.193
5826,0.648,0.238
5827,0.728,0.274
5828,0.761,0.314
5829,0.751,0.33
5830,0.7,0.332
5831,0.604,0.332
5832,0.461,0.335
5833,0.274,0.334
5834,0.077,0.291
5835,0.0,0.246
5836,0.0,0.179
5837,0.0,0.133
5838,0.0,0.109
5839,0.0,0.107
5840,0.0,0.118
5841,0.0,0.133
5842,0.0,0.144
5843,0.0,0.146
5844,0.0,0.14
5845,0.0,0.123
5846,0.0,0.1
5847,0.11,0.063
5848,0.32,0.018
5849,0.499,0.041
5850,0.626,0.039
5851,0.704,0.034
5852,0.738,0.028
5853,0.729,0.02
5854,0.677,0.036
5855,0.582,0.073
5856,0.441,0.101
5857,0.26,0.139
5858,0.071,0.188
5859,0.0,0.249
5860,0.0,0.223
5861,0.0,0.162
5862,0.0,0.118
5863,0.0,0.103
5864,0.0,0.105
5865,0.0,0.107
5866,0.0,0.066
5867,0.0,0.034
5868,0.0,0.02
5869,0.0,0.013
5870,0.0,0.011
5871,0.099,0.007
5872,0.298,0.001
5873,0.475,0.002
5874,0.603,0.008
5875,0.68,0.008
5876,0.709,0.01
5877,0.687,0.017
5878,0.661,0.029
5879,0.569,0.047
5880,0.431,0.071
5881,0.252,0.107
5882,0.068,0.142
5883,0.0,0.174
5884,0.0,0.162
5885,0.0,0.138
5886,0.0,0.123
5887,0.0,0.118
5888,0.0,0.139
5889,0.0,0.179
5890,0.0,0.19
5891,0.0,0.18
5892,0.0,0.158
5893,0.0,0.127
5894,0.0,0.095
5895,0.085,0.05
5896,0.249,0.043
5897,0.42,0.033
5898,0.554,0.018
5899,0.655,0.015
5900,0.716,0.019
5901,0.712,0.024
5902,0.666,0.035
5903,0.573,0.049
5904,0.434,0.067
5905,0.256,0.086
5906,0.068,0.124
5907,0.0,0.179
5908,0.0,0.178
5909,0.0,0.139
5910,0.0,0.107
5911,0.0,0.09
5912,0.0,0.076
5913,0.0,0.068
5914,0.0,0.051
5915,0.0,0.039
5916,0.0,0.03
5917,0.0,0.021
5918,0.0,0.014
5919,0.103,0.007
5920,0.308,0.0
5921,0.484,0.0
5922,0.61,0.009
5923,0.69,0.029
5924,0.725,0.06
5925,0.718,0.101
5926,0.668,0.153
5927,0.575,0.208
5928,0.435,0.247
5929,0.254,0.255
5930,0.067,0.228
5931,0.0,0.205
5932,0.0,0.148
5933,0.0,0.094
5934,0.0,0.081
5935,0.0,0.084
5936,0.0,0.074
5937,0.0,0.068
5938,0.0,0.072
5939,0.0,0.072
5940,0.0,0.054
5941,0.0,0.015
5942,0.0,0.0
5943,0.096,0.0
5944,0.291,0.0
5945,0.463,0.002
5946,0.56,0.02
5947,0.63,0.051
5948,0.653,0.076
5949,0.629,0.087
5950,0.569,0.084
5951,0.436,0.09
5952,0.318,0.1
5953,0.176,0.118
5954,0.045,0.163
5955,0.0,0.249
5956,0.0,0.248
5957,0.0,0.186
5958,0.0,0.13
5959,0.0,0.108
5960,0.0,0.096
5961,0.0,0.094
5962,0.0,0.105
5963,0.0,0.114
5964,0.0,0.118
5965,0.0,0.113
5966,0.0,0.095
5967,0.099,0.056
5968,0.302,0.043
5969,0.481,0.042
5970,0.613,0.045
5971,0.694,0.065
5972,0.732,0.096
5973,0.724,0.121
5974,0.673,0.156
5975,0.578,0.195
5976,0.436,0.241
5977,0.253,0.295
5978,0.063,0.337
5979,0.0,0.347
5980,0.0,0.382
5981,0.0,0.391
5982,0.0,0.352
5983,0.0,0.304
5984,0.0,0.279
5985,0.0,0.282
5986,0.0,0.264
5987,0.0,0.249
5988,0.0,0.253
5989,0.0,0.264
5990,0.0,0.274
5991,0.101,0.245
5992,0.312,0.349
5993,0.502,0.355
5994,0.64,0.323
5995,0.725,0.315
5996,0.762,0.328
5997,0.755,0.343
5998,0.704,0.392
5999,0.608,0.466
6000,0.47,0.525
6001,0.281,0.566
6002,0.07,0.58
6003,0.0,0.544
6004,0.0,0.541
6005,0.0,0.622
6006,0.0,0.737
6007,0.0,0.756
6008,0.0,0.711
6009,0.0,0.633
6010,0.0,0.551
6011,0.0,0.496
6012,0.0,0.501
6013,0.0,0.523
6014,0.0,0.542
6015,0.101,0.619
6016,0.328,0.687
6017,0.533,0.652
6018,0.677,0.649
6019,0.763,0.651
6020,0.799,0.658
6021,0.79,0.688
6022,0.733,0.724
6023,0.63,0.748
6024,0.478,0.765
6025,0.279,0.762
6026,0.067,0.677
6027,0.0,0.476
6028,0.0,0.473
6029,0.0,0.523
6030,0.0,0.59
6031,0.0,0.607
6032,0.0,0.601
6033,0.0,0.574
6034,0.0,0.535
6035,0.0,0.535
6036,0.0,0.516
6037,0.0,0.481
6038,0.0,0.439
6039,0.106,0.385
6040,0.333,0.467
6041,0.534,0.441
6042,0.678,0.369
6043,0.713,0.33
6044,0.746,0.337
6045,0.79,0.385
6046,0.736,0.429
6047,0.632,0.44
6048,0.478,0.435
6049,0.277,0.43
6050,0.066,0.405
6051,0.0,0.361
6052,0.0,0.331
6053,0.0,0.307
6054,0.0,0.332
6055,0.0,0.379
6056,0.0,0.427
6057,0.0,0.41
6058,0.0,0.352
6059,0.0,0.317
6060,0.0,0.289
6061,0.0,0.264
6062,0.0,0.23
6063,0.092,0.216
6064,0.327,0.241
6065,0.529,0.278
6066,0.674,0.355
6067,0.764,0.355
6068,0.802,0.398
6069,0.793,0.48
6070,0.738,0.554
6071,0.637,0.58
6072,0.483,0.578
6073,0.281,0.566
6074,0.065,0.506
6075,0.0,0.419
6076,0.0,0.388
6077,0.0,0.345
6078,0.0,0.341
6079,0.0,0.334
6080,0.0,0.294
6081,0.0,0.278
6082,0.0,0.245
6083,0.0,0.233
6084,0.0,0.227
6085,0.0,0.216
6086,0.0,0.199
6087,0.101,0.128
6088,0.331,0.113
6089,0.53,0.096
6090,0.671,0.067
6091,0.755,0.042
6092,0.787,0.028
6093,0.773,0.018
6094,0.718,0.018
6095,0.616,0.019
6096,0.464,0.022
6097,0.267,0.027
6098,0.06,0.029
6099,0.0,0.027
6100,0.0,0.035
6101,0.0,0.038
6102,0.0,0.035
6103,0.0,0.031
6104,0.0,0.028
6105,0.0,0.035
6106,0.0,0.045
6107,0.0,0.062
6108,0.0,0.093
6109,0.0,0.138
6110,0.0,0.203
6111,0.097,0.275
6112,0.314,0.254
6113,0.501,0.447
6114,0.638,0.445
6115,0.73,0.39
6116,0.766,0.328
6117,0.759,0.27
6118,0.708,0.209
6119,0.61,0.16
6120,0.463,0.12
6121,0.268,0.095
6122,0.06,0.066
6123,0.0,0.036
6124,0.0,0.026
6125,0.0,0.015
6126,0.0,0.003
6127,0.0,0.0
6128,0.0,0.0
6129,0.0,0.005
6130,0.0,0.014
6131,0.0,0.021
6132,0.0,0.023
6133,0.0,0.019
6134,0.0,0.015
6135,0.094,0.013
6136,0.311,0.008
6137,0.499,0.02
6138,0.632,0.031
6139,0.717,0.025
6140,0.755,0.023
6141,0.747,0.02
6142,0.696,0.014
6143,0.598,0.008
6144,0.448,0.006
6145,0.25,0.007
6146,0.051,0.008
6147,0.0,0.05
6148,0.0,0.092
6149,0.0,0.098
6150,0.0,0.103
6151,0.0,0.096
6152,0.0,0.087
6153,0.0,0.093
6154,0.0,0.089
6155,0.0,0.075
6156,0.0,0.064
6157,0.0,0.051
6158,0.0,0.037
6159,0.082,0.022
6160,0.299,0.005
6161,0.493,0.0
6162,0.63,0.0
6163,0.717,0.0
6164,0.754,0.001
6165,0.747,0.002
6166,0.695,0.003
6167,0.598,0.01
6168,0.451,0.032
6169,0.251,0.06
6170,0.051,0.118
6171,0.0,0.179
6172,0.0,0.17
6173,0.0,0.122
6174,0.0,0.079
6175,0.0,0.054
6176,0.0,0.038
6177,0.0,0.028
6178,0.0,0.012
6179,0.0,0.005
6180,0.0,0.003
6181,0.0,0.003
6182,0.0,0.004
6183,0.059,0.008
6184,0.229,0.008
6185,0.375,0.05
6186,0.486,0.095
6187,0.576,0.112
6188,0.507,0.136
6189,0.36,0.179
6190,0.281,0.234
6191,0.279,0.265
6192,0.3,0.261
6193,0.201,0.246
6194,0.031,0.233
6195,0.0,0.234
6196,0.0,0.187
6197,0.0,0.118
6198,0.0,0.081
6199,0.0,0.076
6200,0.0,0.089
6201,0.0,0.093
6202,0.0,0.077
6203,0.0,0.058
6204,0.0,0.051
6205,0.0,0.068
6206,0.0,0.082
6207,0.084,0.046
6208,0.256,0.012
6209,0.329,0.124
6210,0.354,0.256
6211,0.303,0.334
6212,0.24,0.364
6213,0.227,0.386
6214,0.352,0.394
6215,0.59,0.418
6216,0.448,0.453
6217,0.255,0.45
6218,0.045,0.396
6219,0.0,0.312
6220,0.0,0.223
6221,0.0,0.184
6222,0.0,0.207
6223,0.0,0.245
6224,0.0,0.251
6225,0.0,0.23
6226,0.0,0.21
6227,0.0,0.21
6228,0.0,0.211
6229,0.0,0.2
6230,0.0,0.189
6231,0.088,0.127
6232,0.306,0.106
6233,0.496,0.057
6234,0.649,0.025
6235,0.753,0.012
6236,0.795,0.014
6237,0.787,0.03
6238,0.733,0.063
6239,0.631,0.1
6240,0.477,0.128
6241,0.272,0.158
6242,0.055,0.212
6243,0.0,0.291
6244,0.0,0.278
6245,0.0,0.237
6246,0.0,0.211
6247,0.0,0.198
6248,0.0,0.205
6249,0.0,0.237
6250,0.0,0.27
6251,0.0,0.293
6252,0.0,0.292
6253,0.0,0.255
6254,0.0,0.21
6255,0.092,0.148
6256,0.324,0.153
6257,0.525,0.294
6258,0.672,0.341
6259,0.762,0.386
6260,0.801,0.425
6261,0.792,0.441
6262,0.737,0.436
6263,0.633,0.424
6264,0.476,0.429
6265,0.268,0.425
6266,0.053,0.362
6267,0.0,0.264
6268,0.0,0.159
6269,0.0,0.12
6270,0.0,0.135
6271,0.0,0.156
6272,0.0,0.171
6273,0.0,0.196
6274,0.0,0.219
6275,0.0,0.193
6276,0.0,0.151
6277,0.0,0.174
6278,0.0,0.192
6279,0.022,0.217
6280,0.178,0.235
6281,0.412,0.249
6282,0.675,0.311
6283,0.77,0.41
6284,0.811,0.516
6285,0.804,0.624
6286,0.747,0.687
6287,0.64,0.71
6288,0.48,0.705
6289,0.272,0.682
6290,0.052,0.596
6291,0.0,0.501
6292,0.0,0.493
6293,0.0,0.484
6294,0.0,0.442
6295,0.0,0.435
6296,0.0,0.38
6297,0.0,0.297
6298,0.0,0.225
6299,0.0,0.165
6300,0.0,0.113
6301,0.0,0.073
6302,0.0,0.05
6303,0.087,0.034
6304,0.32,0.02
6305,0.526,0.014
6306,0.672,0.009
6307,0.76,0.006
6308,0.799,0.004
6309,0.79,0.003
6310,0.733,0.003
6311,0.627,0.004
6312,0.468,0.004
6313,0.26,0.004
6314,0.046,0.01
6315,0.0,0.045
6316,0.0,0.07
6317,0.0,0.091
6318,0.0,0.113
6319,0.0,0.132
6320,0.0,0.126
6321,0.0,0.1
6322,0.0,0.068
6323,0.0,0.044
6324,0.0,0.032
6325,0.0,0.025
6326,0.0,0.018
6327,0.081,0.018
6328,0.309,0.015
6329,0.507,0.028
6330,0.648,0.042
6331,0.737,0.063
6332,0.776,0.084
6333,0.769,0.101
6334,0.716,0.1
6335,0.615,0.089
6336,0.463,0.083
6337,0.255,0.077
6338,0.046,0.064
6339,0.0,0.038
6340,0.0,0.025
6341,0.0,0.016
6342,0.0,0.005
6343,0.0,0.002
6344,0.0,0.002
6345,0.0,0.005
6346,0.0,0.007
6347,0.0,0.012
6348,0.0,0.031
6349,0.0,0.051
6350,0.0,0.068
6351,0.04,0.09
6352,0.156,0.085
6353,0.271,0.045
6354,0.354,0.069
6355,0.425,0.054
6356,0.467,0.036
6357,0.463,0.025
6358,0.418,0.022
6359,0.37,0.036
6360,0.294,0.064
6361,0.198,0.101
6362,0.037,0.156
6363,0.0,0.201
6364,0.0,0.201
6365,0.0,0.174
6366,0.0,0.133
6367,0.0,0.096
6368,0.0,0.068
6369,0.0,0.045
6370,0.0,0.037
6371,0.0,0.037
6372,0.0,0.034
6373,0.0,0.03
6374,0.0,0.033
6375,0.069,0.029
6376,0.289,0.014
6377,0.487,0.01
6378,0.631,0.018
6379,0.724,0.036
6380,0.764,0.074
6381,0.758,0.119
6382,0.706,0.15
6383,0.605,0.155
6384,0.452,0.127
6385,0.251,0.091
6386,0.04,0.084
6387,0.0,0.102
6388,0.0,0.105
6389,0.0,0.112
6390,0.0,0.142
6391,0.0,0.159
6392,0.0,0.137
6393,0.0,0.112
6394,0.0,0.128
6395,0.0,0.141
6396,0.0,0.159
6397,0.0,0.177
6398,0.0,0.217
6399,0.068,0.249
6400,0.287,0.228
6401,0.483,0.568
6402,0.623,0.644
6403,0.712,0.618
6404,0.751,0.544
6405,0.743,0.457
6406,0.693,0.386
6407,0.593,0.335
6408,0.442,0.284
6409,0.243,0.22
6410,0.038,0.137
6411,0.0,0.07
6412,0.0,0.057
6413,0.0,0.106
6414,0.0,0.167
6415,0.0,0.189
6416,0.0,0.191
6417,0.0,0.182
6418,0.0,0.144
6419,0.0,0.099
6420,0.0,0.069
6421,0.0,0.064
6422,0.0,0.068
6423,0.061,0.08
6424,0.282,0.079
6425,0.475,0.343
6426,0.609,0.597
6427,0.696,0.586
6428,0.734,0.523
6429,0.726,0.447
6430,0.672,0.374
6431,0.573,0.299
6432,0.424,0.237
6433,0.227,0.151
6434,0.032,0.038
6435,0.0,0.015
6436,0.0,0.065
6437,0.0,0.138
6438,0.0,0.156
6439,0.0,0.125
6440,0.0,0.092
6441,0.0,0.073
6442,0.0,0.076
6443,0.0,0.089
